timestamp,location,sensor,value
2024-03-29T17:13:00.000Z,zone-d,humidity,32.8
2024-03-29T19:24:00.000Z,zone-a,humidity,34.2
2024-03-29T22:08:00.000Z,zone-d,temperature,20.2
2024-03-29T22:40:00.000Z,zone-d,light,372.8
2024-03-30T01:22:00.000Z,zone-b,humidity,59.5
2024-03-30T01:54:00.000Z,zone-a,light,547.3
2024-03-30T05:23:00.000Z,zone-d,pressure,1001.1
2024-03-30T08:17:00.000Z,zone-b,light,464.6
2024-03-30T08:54:00.000Z,zone-a,pressure,1006.5
2024-03-30T09:12:00.000Z,zone-c,light,730.8
2024-03-30T09:14:00.000Z,zone-a,temperature,25.3
2024-03-30T14:00:00.000Z,zone-b,temperature,28.5
2024-03-30T15:27:00.000Z,zone-c,humidity,55.2
2024-03-30T16:23:00.000Z,zone-b,pressure,1001.3
2024-03-30T16:25:00.000Z,zone-c,temperature,30
2024-03-30T16:28:00.000Z,zone-d,humidity,49.3
2024-03-30T17:14:00.000Z,zone-c,pressure,1017.4
